Player Type,Total Score,World Size,Wumpus Probability,Obstacle Probability,Pit Probability,Total Deaths,Pit Deaths,Wumpus Deaths,Have gold,Have gold int
ReasoningPlayer,928,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-6316,25,0.300000,0.300000,0.300000,7,6,1,true,1
ReasoningPlayer,944,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-34067,25,0.300000,0.300000,0.300000,32,19,13,true,1
ReasoningPlayer,-22160,25,0.300000,0.300000,0.300000,21,13,8,true,1
ReasoningPlayer,-100508,25,0.300000,0.300000,0.300000,92,65,27,false,0
ReasoningPlayer,-1236,25,0.300000,0.300000,0.300000,2,0,2,true,1
ReasoningPlayer,-1063,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-437,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-100004,25,0.300000,0.300000,0.300000,92,73,19,false,0
ReasoningPlayer,-3969,25,0.300000,0.300000,0.300000,2,1,1,true,1
ReasoningPlayer,-2494,25,0.300000,0.300000,0.300000,3,3,0,true,1
ReasoningPlayer,-87692,25,0.300000,0.300000,0.300000,83,65,18,true,1
ReasoningPlayer,-21490,25,0.300000,0.300000,0.300000,19,15,4,true,1
ReasoningPlayer,-2276,25,0.300000,0.300000,0.300000,3,2,1,true,1
ReasoningPlayer,-63339,25,0.300000,0.300000,0.300000,59,37,22,true,1
ReasoningPlayer,835,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-100234,25,0.300000,0.300000,0.300000,95,81,14,false,0
ReasoningPlayer,-65806,25,0.300000,0.300000,0.300000,61,46,15,true,1
ReasoningPlayer,-17429,25,0.300000,0.300000,0.300000,15,11,4,true,1
ReasoningPlayer,387,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-60228,25,0.300000,0.300000,0.300000,56,36,20,true,1
ReasoningPlayer,-100665,25,0.300000,0.300000,0.300000,94,72,22,false,0
ReasoningPlayer,-2322,25,0.300000,0.300000,0.300000,2,2,0,true,1
ReasoningPlayer,978,25,0.300000,0.300000,0.300000,0,0,0,true,1
ReasoningPlayer,-7053,25,0.300000,0.300000,0.300000,6,0,6,true,1
ReasoningPlayer,-950,25,0.300000,0.300000,0.300000,1,0,1,true,1
ReasoningPlayer,-42683,25,0.300000,0.300000,0.300000,39,35,4,true,1
