Player Type,Total Score,World Size,Wumpus Probability,Obstacle Probability,Pit Probability,Total Deaths,Pit Deaths,Wumpus Deaths,Have gold,Have gold int,WumpusKilled,RoomsExplored
ReasoningPlayer,406,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,61
ReasoningPlayer,-3863,15,0.300000,0.300000,0.300000,4,0,4,true,1,4,99
ReasoningPlayer,-71013,15,0.300000,0.300000,0.300000,68,59,9,true,1,11,176
ReasoningPlayer,452,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,93
ReasoningPlayer,-36782,15,0.300000,0.300000,0.300000,36,31,5,true,1,6,145
ReasoningPlayer,-4848,15,0.300000,0.300000,0.300000,5,1,4,true,1,6,86
ReasoningPlayer,967,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,809,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,40
ReasoningPlayer,-47946,15,0.300000,0.300000,0.300000,46,40,6,true,1,6,198
ReasoningPlayer,-58226,15,0.300000,0.300000,0.300000,58,53,5,true,1,5,40
ReasoningPlayer,1000,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,-13145,15,0.300000,0.300000,0.300000,13,7,6,true,1,6,104
ReasoningPlayer,-70559,15,0.300000,0.300000,0.300000,67,49,18,true,1,19,214
ReasoningPlayer,-22003,15,0.300000,0.300000,0.300000,21,14,7,true,1,7,136
ReasoningPlayer,-2504,15,0.300000,0.300000,0.300000,3,1,2,true,1,2,59
ReasoningPlayer,-17543,15,0.300000,0.300000,0.300000,17,11,6,true,1,6,121
ReasoningPlayer,-38596,15,0.300000,0.300000,0.300000,37,24,13,true,1,13,180
ReasoningPlayer,-17512,15,0.300000,0.300000,0.300000,17,13,4,true,1,4,141
ReasoningPlayer,-20085,15,0.300000,0.300000,0.300000,20,15,5,true,1,5,90
ReasoningPlayer,961,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,7
ReasoningPlayer,48,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,120
ReasoningPlayer,-4239,15,0.300000,0.300000,0.300000,4,2,2,true,1,2,122
ReasoningPlayer,-1819,15,0.300000,0.300000,0.300000,2,1,1,true,1,2,98
ReasoningPlayer,-29501,15,0.300000,0.300000,0.300000,28,24,4,true,1,5,167
ReasoningPlayer,982,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,3
ReasoningPlayer,897,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,18
ReasoningPlayer,-16073,15,0.300000,0.300000,0.300000,15,12,3,true,1,3,181
ReasoningPlayer,-60308,15,0.300000,0.300000,0.300000,57,41,16,true,1,18,198
ReasoningPlayer,-41203,15,0.300000,0.300000,0.300000,40,34,6,true,1,6,154
ReasoningPlayer,-8323,15,0.300000,0.300000,0.300000,8,5,3,true,1,3,124
ReasoningPlayer,949,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,15
ReasoningPlayer,475,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,81
ReasoningPlayer,-24471,15,0.300000,0.300000,0.300000,24,18,6,true,1,6,108
ReasoningPlayer,-9464,15,0.300000,0.300000,0.300000,9,8,1,true,1,1,145
ReasoningPlayer,814,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,35
ReasoningPlayer,-5517,15,0.300000,0.300000,0.300000,5,2,3,true,1,3,149
ReasoningPlayer,-32433,15,0.300000,0.300000,0.300000,32,29,3,true,1,3,100
ReasoningPlayer,-21632,15,0.300000,0.300000,0.300000,21,19,2,true,1,2,130
ReasoningPlayer,-25077,15,0.300000,0.300000,0.300000,24,18,6,true,1,6,154
ReasoningPlayer,791,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,46
ReasoningPlayer,-15222,15,0.300000,0.300000,0.300000,15,11,4,true,1,4,81
ReasoningPlayer,-10746,15,0.300000,0.300000,0.300000,10,3,7,true,1,7,156
ReasoningPlayer,-151,15,0.300000,0.300000,0.300000,1,1,0,true,1,0,20
ReasoningPlayer,-1596,15,0.300000,0.300000,0.300000,2,1,1,true,1,2,79
ReasoningPlayer,782,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,66
ReasoningPlayer,-9341,15,0.300000,0.300000,0.300000,9,7,2,true,1,2,107
ReasoningPlayer,-16507,15,0.300000,0.300000,0.300000,16,9,7,true,1,7,101
ReasoningPlayer,-72478,15,0.300000,0.300000,0.300000,69,55,14,true,1,14,202
ReasoningPlayer,-23961,15,0.300000,0.300000,0.300000,23,14,9,true,1,9,177
ReasoningPlayer,537,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,64
ReasoningPlayer,1000,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,-320,15,0.300000,0.300000,0.300000,1,1,0,true,1,0,40
ReasoningPlayer,-22137,15,0.300000,0.300000,0.300000,21,12,9,true,1,10,137
ReasoningPlayer,-43,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,132
ReasoningPlayer,-52311,15,0.300000,0.300000,0.300000,51,42,9,true,1,9,123
ReasoningPlayer,-53494,15,0.300000,0.300000,0.300000,52,43,9,true,1,9,176
ReasoningPlayer,-3661,15,0.300000,0.300000,0.300000,4,3,1,true,1,1,72
ReasoningPlayer,-12419,15,0.300000,0.300000,0.300000,12,7,5,true,1,6,142
ReasoningPlayer,800,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,35
ReasoningPlayer,-63379,15,0.300000,0.300000,0.300000,62,53,9,true,1,9,136
ReasoningPlayer,595,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,60
ReasoningPlayer,-23252,15,0.300000,0.300000,0.300000,22,17,5,true,1,6,126
ReasoningPlayer,94,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,118
ReasoningPlayer,-12909,15,0.300000,0.300000,0.300000,12,9,3,true,1,3,202
ReasoningPlayer,-5689,15,0.300000,0.300000,0.300000,6,4,2,true,1,2,58
ReasoningPlayer,-1608,15,0.300000,0.300000,0.300000,2,1,1,true,1,2,75
ReasoningPlayer,983,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReasoningPlayer,-8071,15,0.300000,0.300000,0.300000,8,4,4,true,1,4,108
ReasoningPlayer,-1549,15,0.300000,0.300000,0.300000,2,2,0,true,1,0,67
ReasoningPlayer,-90784,15,0.300000,0.300000,0.300000,88,76,12,true,1,13,171
ReasoningPlayer,827,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,34
ReasoningPlayer,-39739,15,0.300000,0.300000,0.300000,38,30,8,true,1,8,199
ReasoningPlayer,1000,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,-24027,15,0.300000,0.300000,0.300000,23,18,5,true,1,5,140
ReasoningPlayer,-10530,15,0.300000,0.300000,0.300000,11,8,3,true,1,3,40
ReasoningPlayer,-100164,15,0.300000,0.300000,0.300000,97,87,10,false,0,10,126
ReasoningPlayer,786,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,23
ReasoningPlayer,-100229,15,0.300000,0.300000,0.300000,96,85,11,false,0,12,183
ReasoningPlayer,-1232,15,0.300000,0.300000,0.300000,2,1,1,true,1,1,31
ReasoningPlayer,-97319,15,0.300000,0.300000,0.300000,95,85,10,true,1,10,133
ReasoningPlayer,949,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,-48681,15,0.300000,0.300000,0.300000,46,38,8,true,1,8,190
ReasoningPlayer,-20710,15,0.300000,0.300000,0.300000,20,14,6,true,1,6,131
ReasoningPlayer,-6042,15,0.300000,0.300000,0.300000,6,3,3,true,1,3,78
ReasoningPlayer,-9822,15,0.300000,0.300000,0.300000,10,5,5,true,1,5,61
ReasoningPlayer,-131,15,0.300000,0.300000,0.300000,1,1,0,true,1,0,25
ReasoningPlayer,-49668,15,0.300000,0.300000,0.300000,48,35,13,true,1,13,176
ReasoningPlayer,939,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,14
ReasoningPlayer,821,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,21
ReasoningPlayer,-33177,15,0.300000,0.300000,0.300000,32,27,5,true,1,5,164
ReasoningPlayer,-29377,15,0.300000,0.300000,0.300000,28,20,8,true,1,9,180
ReasoningPlayer,488,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,61
ReasoningPlayer,-10891,15,0.300000,0.300000,0.300000,10,6,4,true,1,4,174
ReasoningPlayer,-100603,15,0.300000,0.300000,0.300000,96,79,17,false,0,18,204
ReasoningPlayer,336,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,75
ReasoningPlayer,-1021,15,0.300000,0.300000,0.300000,2,1,1,true,1,1,5
ReasoningPlayer,-44181,15,0.300000,0.300000,0.300000,43,34,9,true,1,10,138
ReasoningPlayer,-10969,15,0.300000,0.300000,0.300000,10,6,4,true,1,4,161
ReasoningPlayer,-6016,15,0.300000,0.300000,0.300000,6,4,2,true,1,2,94
ReasoningPlayer,-83892,15,0.300000,0.300000,0.300000,82,74,8,true,1,8,158
ReasoningPlayer,-38510,15,0.300000,0.300000,0.300000,36,27,9,true,1,9,160
ReasoningPlayer,-24865,15,0.300000,0.300000,0.300000,23,16,7,true,1,7,164
ReasoningPlayer,-24585,15,0.300000,0.300000,0.300000,24,18,6,true,1,7,128
ReasoningPlayer,-22726,15,0.300000,0.300000,0.300000,22,16,6,true,1,6,121
ReasoningPlayer,-22373,15,0.300000,0.300000,0.300000,21,17,4,true,1,4,185
ReasoningPlayer,453,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,87
ReasoningPlayer,-5061,15,0.300000,0.300000,0.300000,5,2,3,true,1,3,109
ReasoningPlayer,-28389,15,0.300000,0.300000,0.300000,27,21,6,true,1,6,136
ReasoningPlayer,-13766,15,0.300000,0.300000,0.300000,13,7,6,true,1,6,150
ReasoningPlayer,836,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,15
ReasoningPlayer,-10278,15,0.300000,0.300000,0.300000,11,11,0,true,1,0,31
ReasoningPlayer,-1267,15,0.300000,0.300000,0.300000,2,0,2,true,1,2,42
ReasoningPlayer,823,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,12
ReasoningPlayer,-255,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,145
ReasoningPlayer,-155,15,0.300000,0.300000,0.300000,1,0,1,true,1,1,38
ReasoningPlayer,-6732,15,0.300000,0.300000,0.300000,7,4,3,true,1,3,71
ReasoningPlayer,-51660,15,0.300000,0.300000,0.300000,49,36,13,true,1,13,214
ReasoningPlayer,-33847,15,0.300000,0.300000,0.300000,32,19,13,true,1,15,183
ReasoningPlayer,-1898,15,0.300000,0.300000,0.300000,2,0,2,true,1,2,100
ReasoningPlayer,-5638,15,0.300000,0.300000,0.300000,6,4,2,true,1,2,75
ReasoningPlayer,976,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReasoningPlayer,357,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,105
ReasoningPlayer,-123,15,0.300000,0.300000,0.300000,1,1,0,true,1,0,23
ReasoningPlayer,-345,15,0.300000,0.300000,0.300000,1,1,0,true,1,0,56
ReasoningPlayer,-689,15,0.300000,0.300000,0.300000,1,1,0,true,1,0,85
ReasoningPlayer,-838,15,0.300000,0.300000,0.300000,1,0,1,true,1,1,100
ReasoningPlayer,-13224,15,0.300000,0.300000,0.300000,13,12,1,true,1,1,89
ReasoningPlayer,692,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,52
ReasoningPlayer,-10098,15,0.300000,0.300000,0.300000,9,4,5,true,1,5,189
ReasoningPlayer,689,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,42
ReasoningPlayer,-1444,15,0.300000,0.300000,0.300000,2,2,0,true,1,0,37
ReasoningPlayer,-18833,15,0.300000,0.300000,0.300000,18,10,8,true,1,8,143
ReasoningPlayer,-7718,15,0.300000,0.300000,0.300000,8,4,4,true,1,4,62
ReasoningPlayer,-10046,15,0.300000,0.300000,0.300000,10,7,3,true,1,3,86
ReasoningPlayer,730,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,48
ReasoningPlayer,-13429,15,0.300000,0.300000,0.300000,13,9,4,true,1,4,114
ReasoningPlayer,-100901,15,0.300000,0.300000,0.300000,97,88,9,false,0,10,179
ReasoningPlayer,-10795,15,0.300000,0.300000,0.300000,11,6,5,true,1,6,81
ReasoningPlayer,-18539,15,0.300000,0.300000,0.300000,18,16,2,true,1,2,143
ReasoningPlayer,-24293,15,0.300000,0.300000,0.300000,23,14,9,true,1,9,172
ReasoningPlayer,-11838,15,0.300000,0.300000,0.300000,12,6,6,true,1,6,41
ReasoningPlayer,832,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,19
ReasoningPlayer,-7634,15,0.300000,0.300000,0.300000,8,5,3,true,1,3,68
ReasoningPlayer,930,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,16
ReasoningPlayer,-98169,15,0.300000,0.300000,0.300000,95,81,14,true,1,14,182
ReasoningPlayer,-14608,15,0.300000,0.300000,0.300000,14,11,3,true,1,3,145
ReasoningPlayer,-3349,15,0.300000,0.300000,0.300000,4,0,4,true,1,4,45
ReasoningPlayer,-22805,15,0.300000,0.300000,0.300000,21,15,6,true,1,6,147
ReasoningPlayer,-6921,15,0.300000,0.300000,0.300000,7,5,2,true,1,3,76
ReasoningPlayer,333,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,88
ReasoningPlayer,-50431,15,0.300000,0.300000,0.300000,50,45,5,true,1,5,96
ReasoningPlayer,-54798,15,0.300000,0.300000,0.300000,52,37,15,true,1,16,213
ReasoningPlayer,721,15,0.300000,0.300000,0.300000,0,0,0,true,1,0,64
ReasoningPlayer,-73458,15,0.300000,0.300000,0.300000,71,60,11,true,1,11,201
ReasoningPlayer,-7274,15,0.300000,0.300000,0.300000,8,6,2,true,1,2,21
ReasoningPlayer,-3596,15,0.300000,0.300000,0.300000,4,0,4,true,1,4,65
ReasoningPlayer,-81915,15,0.300000,0.300000,0.300000,79,70,9,true,1,9,191
ReasoningPlayer,-15674,15,0.300000,0.300000,0.300000,15,10,5,true,1,5,143
ReasoningPlayer,-4465,15,0.300000,0.300000,0.300000,5,5,0,true,1,0,53
