Player Type,Total Score,World Size,Wumpus Probability,Obstacle Probability,Pit Probability,Total Deaths,Pit Deaths,Wumpus Deaths,Have gold,Have gold int,WumpusKilled,RoomsExplored
ReasoningPlayer,-4170,5,0.300000,0.300000,0.300000,5,5,0,true,1,0,18
ReasoningPlayer,953,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,10
ReasoningPlayer,980,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReasoningPlayer,968,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,10
ReasoningPlayer,972,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReasoningPlayer,885,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,20
ReasoningPlayer,-25634,5,0.300000,0.300000,0.300000,26,24,2,true,1,2,24
ReasoningPlayer,978,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,-1223,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,20
ReasoningPlayer,-82,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,8
ReasoningPlayer,-201,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,19
ReasoningPlayer,988,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReasoningPlayer,-50,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,9
ReasoningPlayer,922,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,18
ReasoningPlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,950,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,11
ReasoningPlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,967,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,3
ReasoningPlayer,996,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReasoningPlayer,-1079,5,0.300000,0.300000,0.300000,2,2,0,true,1,0,8
ReasoningPlayer,923,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,9
ReasoningPlayer,987,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,7
ReasoningPlayer,993,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,952,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,10
ReasoningPlayer,983,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReasoningPlayer,942,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,9
ReasoningPlayer,-15228,5,0.300000,0.300000,0.300000,16,15,1,true,1,1,14
ReasoningPlayer,-58,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,4
ReasoningPlayer,855,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,18
ReasoningPlayer,908,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,13
ReasoningPlayer,-171,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,16
ReasoningPlayer,-100993,5,0.300000,0.300000,0.300000,99,99,0,false,0,0,11
ReasoningPlayer,947,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReasoningPlayer,793,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,21
ReasoningPlayer,-1083,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,10
ReasoningPlayer,-3290,5,0.300000,0.300000,0.300000,4,3,1,true,1,1,23
ReasoningPlayer,974,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReasoningPlayer,983,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReasoningPlayer,949,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,-9316,5,0.300000,0.300000,0.300000,10,8,2,true,1,2,21
ReasoningPlayer,922,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,14
ReasoningPlayer,898,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,17
ReasoningPlayer,919,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,12
ReasoningPlayer,951,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,13
ReasoningPlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,865,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,16
ReasoningPlayer,-6363,5,0.300000,0.300000,0.300000,7,7,0,true,1,0,23
ReasoningPlayer,952,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReasoningPlayer,981,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,976,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,990,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,7
ReasoningPlayer,919,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,7
ReasoningPlayer,999,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,1
ReasoningPlayer,-21,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,5
ReasoningPlayer,-83,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,14
ReasoningPlayer,990,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReasoningPlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReasoningPlayer,-21,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,4
ReasoningPlayer,-100489,5,0.300000,0.300000,0.300000,96,94,2,false,0,2,24
ReasoningPlayer,994,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,963,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,14
ReasoningPlayer,922,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,7
ReasoningPlayer,999,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,1
ReasoningPlayer,964,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,11
ReasoningPlayer,-2096,5,0.300000,0.300000,0.300000,3,2,1,true,1,1,16
ReasoningPlayer,-1232,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,22
ReasoningPlayer,-2114,5,0.300000,0.300000,0.300000,3,3,0,true,1,0,19
ReasoningPlayer,-72,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,15
ReasoningPlayer,-18,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,3
ReasoningPlayer,867,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,14
ReasoningPlayer,-4474,5,0.300000,0.300000,0.300000,5,4,1,true,1,1,25
ReasoningPlayer,992,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReasoningPlayer,981,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,12
ReasoningPlayer,836,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,18
ReasoningPlayer,829,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,20
ReasoningPlayer,943,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReasoningPlayer,966,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,18
ReasoningPlayer,-1149,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,12
ReasoningPlayer,888,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,12
ReasoningPlayer,972,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReasoningPlayer,-1250,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,16
ReasoningPlayer,-3176,5,0.300000,0.300000,0.300000,4,4,0,true,1,0,17
ReasoningPlayer,986,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
