Player Type,Total Score,World Size,Wumpus Probability,Obstacle Probability,Pit Probability,Total Deaths,Pit Deaths,Wumpus Deaths,Have gold,Have gold int,WumpusKilled,RoomsExplored
ReactivePlayer,-34519,5,0.300000,0.300000,0.300000,35,33,2,true,1,2,24
ReactivePlayer,-117,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,19
ReactivePlayer,980,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReactivePlayer,-8090,5,0.300000,0.300000,0.300000,9,8,1,true,1,1,22
ReactivePlayer,-1118,5,0.300000,0.300000,0.300000,2,2,0,true,1,0,16
ReactivePlayer,-36420,5,0.300000,0.300000,0.300000,37,35,2,true,1,2,24
ReactivePlayer,884,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,18
ReactivePlayer,973,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReactivePlayer,986,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReactivePlayer,-2057,5,0.300000,0.300000,0.300000,3,3,0,true,1,0,15
ReactivePlayer,-10,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,8
ReactivePlayer,-5116,5,0.300000,0.300000,0.300000,6,5,1,true,1,1,23
ReactivePlayer,-18394,5,0.300000,0.300000,0.300000,19,18,1,true,1,1,19
ReactivePlayer,-1028,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,13
ReactivePlayer,903,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,17
ReactivePlayer,-22,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,5
ReactivePlayer,-22,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,10
ReactivePlayer,-3013,5,0.300000,0.300000,0.300000,4,4,0,true,1,0,6
ReactivePlayer,-100169,5,0.300000,0.300000,0.300000,98,98,0,false,0,0,23
ReactivePlayer,-14237,5,0.300000,0.300000,0.300000,15,15,0,true,1,0,23
ReactivePlayer,-29330,5,0.300000,0.300000,0.300000,30,30,0,true,1,0,20
ReactivePlayer,-5108,5,0.300000,0.300000,0.300000,6,2,4,true,1,4,24
ReactivePlayer,-36479,5,0.300000,0.300000,0.300000,37,33,4,true,1,4,25
ReactivePlayer,995,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,3
ReactivePlayer,-2010,5,0.300000,0.300000,0.300000,3,2,1,true,1,1,7
ReactivePlayer,-3112,5,0.300000,0.300000,0.300000,4,2,2,true,1,2,24
ReactivePlayer,-2121,5,0.300000,0.300000,0.300000,3,0,3,true,1,3,22
ReactivePlayer,-1005,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,3
ReactivePlayer,-2074,5,0.300000,0.300000,0.300000,3,2,1,true,1,1,14
ReactivePlayer,-8084,5,0.300000,0.300000,0.300000,9,9,0,true,1,0,13
ReactivePlayer,-80,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,16
ReactivePlayer,-1037,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,11
ReactivePlayer,-2010,5,0.300000,0.300000,0.300000,3,3,0,true,1,0,3
ReactivePlayer,959,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReactivePlayer,-17220,5,0.300000,0.300000,0.300000,18,16,2,true,1,2,25
ReactivePlayer,-1184,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,23
ReactivePlayer,-5181,5,0.300000,0.300000,0.300000,6,2,4,true,1,4,24
ReactivePlayer,-100143,5,0.300000,0.300000,0.300000,99,98,1,false,0,1,6
ReactivePlayer,992,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReactivePlayer,-49,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,11
ReactivePlayer,-3066,5,0.300000,0.300000,0.300000,4,2,2,true,1,2,18
ReactivePlayer,-2188,5,0.300000,0.300000,0.300000,3,1,2,true,1,2,24
ReactivePlayer,-36,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,11
ReactivePlayer,958,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,10
ReactivePlayer,-26,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,12
ReactivePlayer,-4102,5,0.300000,0.300000,0.300000,5,4,1,true,1,1,24
ReactivePlayer,990,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReactivePlayer,997,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,3
ReactivePlayer,-9084,5,0.300000,0.300000,0.300000,10,7,3,true,1,3,19
ReactivePlayer,-1022,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,7
ReactivePlayer,-4104,5,0.300000,0.300000,0.300000,5,4,1,true,1,1,18
ReactivePlayer,999,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,1
ReactivePlayer,-17251,5,0.300000,0.300000,0.300000,18,18,0,true,1,0,25
ReactivePlayer,-5,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,4
ReactivePlayer,-51,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,8
ReactivePlayer,980,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,5
ReactivePlayer,-5202,5,0.300000,0.300000,0.300000,6,4,2,true,1,2,18
ReactivePlayer,-11047,5,0.300000,0.300000,0.300000,12,10,2,true,1,2,21
ReactivePlayer,-6119,5,0.300000,0.300000,0.300000,7,5,2,true,1,2,22
ReactivePlayer,-1005,5,0.300000,0.300000,0.300000,2,2,0,true,1,0,3
ReactivePlayer,-3040,5,0.300000,0.300000,0.300000,4,3,1,true,1,1,11
ReactivePlayer,-20,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,8
ReactivePlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReactivePlayer,-2051,5,0.300000,0.300000,0.300000,3,1,2,true,1,2,15
ReactivePlayer,-31487,5,0.300000,0.300000,0.300000,32,30,2,true,1,2,17
ReactivePlayer,-7,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,4
ReactivePlayer,-5082,5,0.300000,0.300000,0.300000,6,4,2,true,1,2,18
ReactivePlayer,-2049,5,0.300000,0.300000,0.300000,3,0,3,true,1,3,19
ReactivePlayer,-1038,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,14
ReactivePlayer,-100746,5,0.300000,0.300000,0.300000,100,100,0,false,0,0,2
ReactivePlayer,992,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReactivePlayer,991,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReactivePlayer,-17,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,7
ReactivePlayer,-2016,5,0.300000,0.300000,0.300000,3,3,0,true,1,0,9
ReactivePlayer,976,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,10
ReactivePlayer,-100000,5,0.300000,0.300000,0.300000,0,0,0,false,0,0,2
ReactivePlayer,-59,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,15
ReactivePlayer,-2067,5,0.300000,0.300000,0.300000,3,3,0,true,1,0,11
ReactivePlayer,-5,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,5
ReactivePlayer,948,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,12
ReactivePlayer,753,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,23
ReactivePlayer,999,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,1
ReactivePlayer,-12,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,7
ReactivePlayer,-4110,5,0.300000,0.300000,0.300000,5,5,0,true,1,0,19
ReactivePlayer,-100683,5,0.300000,0.300000,0.300000,100,98,2,false,0,2,15
ReactivePlayer,918,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,20
ReactivePlayer,-1087,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,20
ReactivePlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReactivePlayer,993,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReactivePlayer,-1178,5,0.300000,0.300000,0.300000,2,2,0,true,1,0,22
ReactivePlayer,-51,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,18
ReactivePlayer,-2045,5,0.300000,0.300000,0.300000,3,1,2,true,1,2,17
ReactivePlayer,607,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,25
ReactivePlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReactivePlayer,-37607,5,0.300000,0.300000,0.300000,38,35,3,true,1,3,25
ReactivePlayer,-3043,5,0.300000,0.300000,0.300000,4,4,0,true,1,0,12
ReactivePlayer,-6081,5,0.300000,0.300000,0.300000,7,6,1,true,1,1,18
ReactivePlayer,988,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReactivePlayer,-1021,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,6
ReactivePlayer,-3056,5,0.300000,0.300000,0.300000,4,2,2,true,1,2,19
ReactivePlayer,-1010,5,0.300000,0.300000,0.300000,2,2,0,true,1,0,6
ReactivePlayer,-9104,5,0.300000,0.300000,0.300000,10,8,2,true,1,2,21
ReactivePlayer,-1207,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,20
ReactivePlayer,-4137,5,0.300000,0.300000,0.300000,5,4,1,true,1,1,22
ReactivePlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReactivePlayer,1000,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,0
ReactivePlayer,-6258,5,0.300000,0.300000,0.300000,7,5,2,true,1,2,24
ReactivePlayer,964,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,8
ReactivePlayer,-13070,5,0.300000,0.300000,0.300000,14,14,0,true,1,0,15
ReactivePlayer,-82,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,22
ReactivePlayer,-4153,5,0.300000,0.300000,0.300000,5,3,2,true,1,2,20
ReactivePlayer,-1064,5,0.300000,0.300000,0.300000,2,0,2,true,1,2,12
ReactivePlayer,-50610,5,0.300000,0.300000,0.300000,51,49,2,true,1,2,25
ReactivePlayer,-2135,5,0.300000,0.300000,0.300000,3,1,2,true,1,2,22
ReactivePlayer,-13337,5,0.300000,0.300000,0.300000,14,12,2,true,1,2,23
ReactivePlayer,-1007,5,0.300000,0.300000,0.300000,2,2,0,true,1,0,5
ReactivePlayer,-15197,5,0.300000,0.300000,0.300000,16,16,0,true,1,0,16
ReactivePlayer,-42,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,12
ReactivePlayer,991,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReactivePlayer,-20282,5,0.300000,0.300000,0.300000,21,19,2,true,1,2,25
ReactivePlayer,-23274,5,0.300000,0.300000,0.300000,24,21,3,true,1,3,21
ReactivePlayer,-13113,5,0.300000,0.300000,0.300000,14,13,1,true,1,1,23
ReactivePlayer,-13,5,0.300000,0.300000,0.300000,1,1,0,true,1,0,5
ReactivePlayer,-16217,5,0.300000,0.300000,0.300000,17,15,2,true,1,2,24
ReactivePlayer,-1119,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,18
ReactivePlayer,-8387,5,0.300000,0.300000,0.300000,9,8,1,true,1,1,25
ReactivePlayer,-12173,5,0.300000,0.300000,0.300000,13,12,1,true,1,1,24
ReactivePlayer,-57,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,13
ReactivePlayer,999,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,1
ReactivePlayer,-2089,5,0.300000,0.300000,0.300000,3,0,3,true,1,3,23
ReactivePlayer,-7154,5,0.300000,0.300000,0.300000,8,4,4,true,1,4,23
ReactivePlayer,-9102,5,0.300000,0.300000,0.300000,10,8,2,true,1,2,18
ReactivePlayer,-13170,5,0.300000,0.300000,0.300000,14,13,1,true,1,1,22
ReactivePlayer,-100000,5,0.300000,0.300000,0.300000,0,0,0,false,0,0,2
ReactivePlayer,-100025,5,0.300000,0.300000,0.300000,99,99,0,false,0,0,25
ReactivePlayer,998,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,2
ReactivePlayer,-15085,5,0.300000,0.300000,0.300000,16,14,2,true,1,2,21
ReactivePlayer,-5064,5,0.300000,0.300000,0.300000,6,6,0,true,1,0,4
ReactivePlayer,994,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReactivePlayer,-1100,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,16
ReactivePlayer,-9323,5,0.300000,0.300000,0.300000,10,8,2,true,1,2,22
ReactivePlayer,-2016,5,0.300000,0.300000,0.300000,3,1,2,true,1,2,8
ReactivePlayer,-7078,5,0.300000,0.300000,0.300000,8,6,2,true,1,2,22
ReactivePlayer,-3046,5,0.300000,0.300000,0.300000,4,3,1,true,1,1,14
ReactivePlayer,-69,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,17
ReactivePlayer,-2048,5,0.300000,0.300000,0.300000,3,3,0,true,1,0,14
ReactivePlayer,999,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,1
ReactivePlayer,989,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,6
ReactivePlayer,-62,5,0.300000,0.300000,0.300000,1,0,1,true,1,1,9
ReactivePlayer,-1055,5,0.300000,0.300000,0.300000,2,1,1,true,1,1,18
ReactivePlayer,996,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,4
ReactivePlayer,-8468,5,0.300000,0.300000,0.300000,9,6,3,true,1,3,14
ReactivePlayer,-15140,5,0.300000,0.300000,0.300000,16,15,1,true,1,1,20
ReactivePlayer,-19294,5,0.300000,0.300000,0.300000,20,18,2,true,1,2,22
ReactivePlayer,-2110,5,0.300000,0.300000,0.300000,3,0,3,true,1,3,20
ReactivePlayer,984,5,0.300000,0.300000,0.300000,0,0,0,true,1,0,7
ReactivePlayer,-8273,5,0.300000,0.300000,0.300000,9,5,4,true,1,4,25
