Player Type,Total Score,World Size,Wumpus Probability,Obstacle Probability,Pit Probability,Total Deaths,Pit Deaths,Wumpus Deaths,Have gold,Have gold int,WumpusKilled,RoomsExplored
ReactivePlayer,-100146,20,0.300000,0.300000,0.300000,99,82,17,false,0,17,234
ReactivePlayer,-100928,20,0.300000,0.300000,0.300000,100,82,18,false,0,18,169
ReactivePlayer,-100120,20,0.300000,0.300000,0.300000,99,80,19,false,0,19,192
ReactivePlayer,-100310,20,0.300000,0.300000,0.300000,98,80,18,false,0,18,283
ReactivePlayer,-100680,20,0.300000,0.300000,0.300000,99,83,16,false,0,16,193
ReactivePlayer,-100256,20,0.300000,0.300000,0.300000,99,79,20,false,0,20,256
ReactivePlayer,-100434,20,0.300000,0.300000,0.300000,99,87,12,false,0,12,196
ReactivePlayer,-100874,20,0.300000,0.300000,0.300000,100,86,14,false,0,14,172
ReactivePlayer,-100848,20,0.300000,0.300000,0.300000,100,88,12,false,0,12,158
ReactivePlayer,-100457,20,0.300000,0.300000,0.300000,100,93,7,false,0,7,96
ReactivePlayer,-10368,20,0.300000,0.300000,0.300000,11,6,5,true,1,5,84
ReactivePlayer,-7097,20,0.300000,0.300000,0.300000,8,6,2,true,1,2,33
ReactivePlayer,-100378,20,0.300000,0.300000,0.300000,99,77,22,false,0,22,287
ReactivePlayer,-21231,20,0.300000,0.300000,0.300000,22,18,4,true,1,4,89
ReactivePlayer,-100588,20,0.300000,0.300000,0.300000,100,88,12,false,0,12,143
ReactivePlayer,-100916,20,0.300000,0.300000,0.300000,100,81,19,false,0,19,191
ReactivePlayer,-21142,20,0.300000,0.300000,0.300000,22,13,9,true,1,9,54
ReactivePlayer,-100535,20,0.300000,0.300000,0.300000,99,77,22,false,0,22,233
ReactivePlayer,-57911,20,0.300000,0.300000,0.300000,58,40,18,true,1,18,233
ReactivePlayer,-100039,20,0.300000,0.300000,0.300000,99,91,8,false,0,8,143
ReactivePlayer,-69840,20,0.300000,0.300000,0.300000,70,45,25,true,1,25,219
ReactivePlayer,-100864,20,0.300000,0.300000,0.300000,100,84,16,false,0,16,159
ReactivePlayer,-1009,20,0.300000,0.300000,0.300000,2,1,1,true,1,1,7
ReactivePlayer,-100933,20,0.300000,0.300000,0.300000,100,87,13,false,0,13,213
ReactivePlayer,-100123,20,0.300000,0.300000,0.300000,99,83,16,false,0,16,185
ReactivePlayer,-100649,20,0.300000,0.300000,0.300000,98,74,24,false,0,24,292
